,TV_show,review_title,review_content,review_helpful,review_rating,review_date
10,The Jeffersons, A forgotten all-time classic.,"The Jefferson is the longest African-American comedy situation to date. It's a spin-off of the popular ""All in the family"". The Jeffersons is the most underrated comedy sitcom on television to some people. During its release in the mid 70s there were a few competitive shows like Good Times,What's Happening?,and Sanford &amp; Son. But this show lasted the longest and enjoyed by both black and white audiences. This show was funny during its first six years (1975-81) till Embassy Television took over,and the show became boring. Lionel and Jenny made just occasional appearances on the show and Ralph still have his hand out for a tip. The writers were changed and the show lost a lot of its audiences. But what I enjoyed the most about the show was when George and Florence go at it. Though in the long run George always kept her as their maid. I think George like having Florence around because he enjoys having somebody to pick on. Which Florence at times outsmarts him. What I didn't like was that geek Lionel (Damon Evans) he seem so soft to me and wasn't confident and outspoken like the original Lionel (Mike Evans). The Jeffersons was a fun show to watch and although the show maybe somewhat forgotten everybody remembers the theme (Movin' on up).",4 out of 4 found this helpful.,,5 April 2003
11,The Jeffersons, Absolutely the best show ever produced!,"I remember growing up and watching this show.  I always thought it was so funny.  From then on, I would try to find out when it was coming on (after it stopped being produced).  Finally, Nick at Nite picked up this brilliant work.  It really is a true classic which often gets overlooked.  The acting, especially Sherman Helmsley and Marla Gibbs is amazing.  Anybody who watched this show regularly must have felt an attachment to the characters.  I have never watched an episode which wasn't hilarious.  However, I must say that I could never figure out the words in the theme song until just a few years ago.",4 out of 4 found this helpful.,,3 March 2000
12,The Jeffersons," Great Show, Great Theme!","The chemistry of these actors and actresses was excellent, and can be attributed to the long run of this show.  An excellent addition to the rest of the Learcoms, and quite possibly the ""mildest"" of them all, as I could watch this at the youngest age and understand the stories.  A great show for all ages.",4 out of 4 found this helpful.,,17 November 1999
13,The Jeffersons," Well, We're Movin On Up.","Movin on up, (moving on up) to the east side, (moving on up)to a deluxe apartment in the sky. We're moving on up to the east side (moving on up) we finally got a piece of the pie. Fish don't burn in the kitchen, beans don't burn on the grill, it took a whole lot of trying just to get up that hill. Now we're up in the big leagues taking our turn at bat and as long as we got you and me baby there ain't nothing wrong with that so we're moving on up, (moving on up) to the east side, (moving on up) to a deluxe apartment in the sky. We're moving on up, (moving on up) to the east side, (moving on up) we finally got a piece of the pie.<br/><br/>Even though the Jeffersons started a year before my time I found it to quite an entertaining little show. The chemistry between Sheryman Helmsley and Isabel Sandford was absolutely magical to me. Roxie Roker's character was one of my favourte characters of all time because at the time an interracial couple on TV was unheard of. I just wish that the Jeffersons had a proper send off than what happened. Maybe we could have seen Lionel and Jenny have kids and grow old gracefully together? The show, I think, had limitless possibilities for it's time and if it hadn't fallen prey to cancellation at the last possible second syndrome I think it might just have lasted a bit longer than it did.",6 out of 7 found this helpful.,,18 October 2005
14,The Jeffersons, George and Weezy Are Movin' On Up,"I must admit that I am not that familiar with its predecessor, All In The Family, seeing as I wasn't born when it was originally released, but neither was I familiar with The Jeffersons either. It wasn't until later on one of the episodes of the Fresh Prince of Bel Air back in the 90s that I saw George appear on the show for the first time. And so from then on, I caught up with The Jeffersons, thanks to the brilliance of the web and sites such as You Tube, seeing as they had hardly shown this sitcom in the UK.<br/><br/>George and Louise 'Weezy' Jefferson are arguably one of the funniest sitcom couples ever; as different as they are in terms of personalities, and despite their arguments and fall- outs, like all couples they have managed to stay together and see things through regardless, no matter how much they get on one another's nerves. Sherman was just excellent as the outspoken, no- nonsense George- who has a bit of a short fuse, whilst Isabel was marvellous as the care-free, down-to earth and less pessimistic Weezy. The couple live together in an apartment block along with their son, Lionel, and their mother would occasionally drop- by, much to the Jefferson's surprise, whilst their neighbours were a Caucasian man named Tom and his Afro-American wife, Helen- which, for a inter-racial couple appearing on mainstream TV- was a rarity to see back in those days. The other characters on the show were the (somewhat) likable and pleasant Mr Bentley, Ralph and Florence, the sarchastic maid. <br/><br/>The Jeffersons was a humorous, fun and enjoyable comedy, which ran for an astonishing 11 seasons between 1975-1985. Some of my favourite moments include George taking part in a boxing contest- I couldn't help but laugh my socks off, what with George jogging all over the ring and his movements had me in stitches - and when George, Tom and Helen are trapped in George's bathroom and the situation is further complicated when 1) Weezy is having her hair done; unaware of the predicament her husband and her friends find themselves in and 2)they realise that the door can only operated from the outside, and not whilst they are inside the bathroom! In one scene and to make matters worse, the door handle even falls off! Not to mention 'Brother Tom' when Tom tries to act Black, much to his wife's embarrassment, in an attempt to fit in with the other Black folks, of whom included George and Louise.<br/><br/>Even though the Fresh Prince of Bel Air, Diff'rent Strokes and The Cosby Show got plenty of air time, here in the UK, it is a bit of a shame that this sitcom was never actually televised in this part of the world because as I mentioned The Jeffersons is a great show, which deserved to be seen by its audiences.<br/><br/>Nevertheless, this was one of CBS's fewest hit sitcoms that managed to hit the big time and sustain a longevity that rivals the likes of NBC's other long running comedies, Frasier, Friends and The Fresh Prince of Bel Air.<br/><br/>Catch it if you can",3 out of 3 found this helpful.,9.0,2 March 2008
15,The Jeffersons, Great family show!,"This has to be one of the funniest shows ever made and with very few exceptions, a show the whole family can enjoy. Race is an issue, but is handled with such humor who can ever take offense? The characters compliment one another with the main focus on George, the ever bumbling but hysterical man who deep down means no real harm. The greedy doorman, the flippant maid, the proper Mr. Bentley, the affectionately manipulative Mother Jefferson, the ever tolerant Willis family, the educating son, and one of the most devoted wives ever are tokens not to be missed. This show reeks with pleasure. A certain don't miss!",3 out of 3 found this helpful.,,29 July 1999
16,The Jeffersons, Wow!!!,"This is unlike any other sitcom I've seen! Its funny, and exciting. Sherman Hemsley is hilarious as George Jefferson. I can see why it ran for ten years. I give it a 10.",3 out of 3 found this helpful.,,3 March 1999
17,The Jeffersons, funny funny funny,I love the jefferson and the way they manage to put down each other george he puts down florence's cooking and cleaning skills weezy she puts down george's smart remarks florence she puts down george's views of a maid and last but not least there's mother jefferson she puts down weezy as a wife mother jefferson is probably the best at put downs because when she puts down weezy the audience just busts out laughing I think the jeffersons should go down as one of the best sitcoms in history,3 out of 3 found this helpful.,,25 June 2001
18,The Jeffersons, An all time classic,"This show is certainly one of if not THE best comedy of all time. I think one of the things most people forget is how funny georges mother, mother jefferson, was. Boy did she make life tough for Louise!! Florence was hysterical, and George was, well, George. My favorite episode had to be the one in 1983 where Georges old girlfriend, Yvonne Mcbride, came over for a surprise visit, but little did George know that the surprise was she came there to kill him!! That episode had serious themes as well as hysteria. THe funniest part may have been when Yvonne had caught on to georges trying to tell ralph the doorman about sending up a ""black and white"" (an obvious plea for a cop), so she tells him when he answers the door next time, ""i better not hear nothing about no black and white this time!"", waving the gun in his face. Well, he opens the door and guess who it is? Tom and Helen. Just awesome.<br/><br/>Hemsley went on to have another great show in ""Amen"" and Gibbs went onto another funny show called ""227"", and while both were very good, neither could match the greatness of the jeffersons. Although there was one episode on 227 where Hemsley guest starred, and that one was a great one.<br/><br/>This show is a 10/10 and I certainly think it's the best comedy of all time. Todays cant even hold a candle to it.",3 out of 3 found this helpful.,,18 March 2001
19,The Jeffersons, Another comedy gem from Norman Lear.,"All In The Family should have been named the best sit-com of all-time over Seinfeld, solely on the the successful spin-offs it delivered for CBS. Although Maude and Good Times were great comedies, it was The Jeffersons that was the best of the spin-offs. Like Maude, it also produced a spin-off show itself.<br/><br/>The Jeffersons mixed I Love Lucy, The Honeymooners, and some of Lear's ideas and gave it a black flavor and soul. Sherman Hemsley played George Jefferson, a wealthy man from his succesful chain of cleaning stores. He's a cocky, condescending, lively little man, living in a penthouse on Park Avenue. He also has a bit of fun in making his loyal wife Louise (or Weezy) miserable sometimes. Isabel Sanford played the foil beautifully with her uniquely deep voice, and the two had remarkable chemistry. Not only that, George had to play foil to someone himself. Marla Gibbs played the lazy, street-wise Florence Johnston who somehow always found a way to keep her job despite hurling more insults at George. She was so talented that she would steal the show at times and would even get her own spin-off show (Checking In).<br/><br/>Then there was the neighbours, the Willis', who were an interracial couple played by Franklin Cover (Tom) and Lenny Kravitz's mother the late Roxey Roker (Helen). Throw in Paul Benedict as Frank Bentley, their British neighbour and Ned Wertimer as Ralph the doorman (another target of abuse for George and sometimes vice-versa) and you've got the basis of a great sitcom with the addition of the great writing that came with Norman Lear's comedies.<br/><br/>The episodes still hold up great today with their humour and situations and holds up to repeated viewing. The better shows were in the first 5 or 6 years before it started to fizzle along with CBS' fortune. The most memorable episode was when they parodied Dallas' famous ""Who shot J.R.?"" episode. Seeing George wearing a cowboy hat was hilarious alone. Comedy at it's finest.",3 out of 3 found this helpful.,,5 June 2002
20,The Jeffersons, Movin on up...,"One of the all time best TV shows.  The cast is great and always consistently funny.  George, Weezie, Tom, Helen, Ralph, Florence, Mr. Bentley and the rest are all a little crazy, but don't they all remind us of people we know?  My 2 favorite episodes are the one where Billie Dee Williams comes to visit and the one where George gets locked in the bathroom with Tom and Helen.  Oh yeah, and I think this show has the best theme  song ever.  Watch it on Nick at Nite!",3 out of 3 found this helpful.,,27 January 1999
21,The Jeffersons, Just like All in the Family.,"If I'm up late once in a while I might catch The Jeffersons. I find this show very well written with good comedic timing. (Especially with George and Florence.) <br/><br/>The one thing that is kind of nice is that it is a spin-off of All in the Family. The Bunkers would crack on touchy subjects like the different races and all that, so know it's kind of a reflex towards the Bunkers.<br/><br/>
The set up of a black family living in the high part of town is a little different for the time it was aired because it WAS quite odd. Anyway, I love the background given to The Jeffersons, but most of all I like the characters and actors that portray them. Louise, Bentley, Helen, and Tom do a great job as mixed races living in the same apartment building. (Which isn't that important but its nice to see that sort of thing.) The two characters that I like the most are George and Florence. The actors that play them are very talented, and like I said earlier, they work well with mixing their comedic talents together. The verbal conflicts and caps on each other are very funny and always bring a chuckle out of me.<br/><br/>
For its time and even for today, its great to see an episode of The Jeffersons every once in a while. Like All in the Family, this is one of the older shows that I like. It's a little touchy and that's okay, but the cast and crew do a superb job.",9 out of 13 found this helpful.,,9 December 2000
22,The Jeffersons, florence makes me laugh a lot.,Her zingers and one liners are up there with the best in tv sitcom history. The complete cast made this show what it was. all were strong characters. i didn't think this show would stand the test of time. I was wrong.,2 out of 2 found this helpful.,10.0,3 May 2019
23,The Jeffersons, Excellent Comedy,"I watched this in the 1970s, somewhat, and I liked it, but nowadays, even much more so. Since it ran for 11 seasons, naturally, there were changes in the type of its tones, so my review is mainly for the middle period. I do not care for All in the Family, from which The Jeffersons spun off, due to the character of Archie, his harsh belittling of people; hideous racism; and over-emphasis on political events, etc., so I find George Jefferson to be a light-hearted fellow, who, even if saying negative things, does so in a jovial way and is not too serious about it.<br/><br/>This show is virtually as funny as two favorites, Sanford and Son, and Three's Company. It is just so, so funny. Sherman Hemsley is absolutely marvelous, so comical, animated, and the life of the party, so to speak. Isabel is a sincere actress, playing ""Weezy"". The others are great, but the character of Bentley or the actor himself, always seemed strange, in that he was unsure of himself, and awkward.<br/><br/>A great show for laughs, and Marla Gibbs as Florence, absolutely great.",2 out of 2 found this helpful.,10.0,28 January 2012
24,The Jeffersons, Great Show The Jeffersons,"Bring it back!!!!! We need a good laugh and a great sitcom like this one to enjoy!! Hail The Jeffersons!! Bring back the sitcom on TV land or nick @night. Its was a great comedy just like threes company, Archie, All in the family, Homeymooners, Lucy, Mary Tyler Moore, and The Bob Newhart Show, and now they play 10 Roseannes in a row on both channels which really stinks cause I don't even like Roseanne, so I don't even watch these channels after Good Times cause it isn't worth it at all. Dick Van Dyke show, What happened to all the great sitcom classics they USEDto play, GO Back to them and you'll probably gain another 10,0000.00 viewers!! Think about it!!",3 out of 4 found this helpful.,10.0,10 February 2006
