,TV_show,review_title,review_content,review_helpful,review_rating,review_date
10,Baki, Shallow and lackluster bloodfest,"I'll be direct here as I couldn't be bothered to get into details. If you like blood and gore, there's plenty in this anime. If you're looking for a good fighting anime, look elsewhere. The first five episodes consist of the five antagonists waving their power stick around killing a bunch of unnamed random side characters, and a few named side characters that's just there to donate some blood and to proof how powerful the antagonists are. And a lot of the stunt pulled by the character is just downright impossible which shows that the author is just pulling all this nonsense out of his rear-end without any prior research. Not to mention terrible pacing. I'm about halfway through but finishing this anime in one sitting is like going under brain lobotomy. I'll finish the rest later but I doubt it'll get any better.<br/><br/>As I understand it, Kengan Ashura is going anime. I've finished the comics, and if the anime is anything like the comics it'll be that much better compare to Baki.",36 out of 67 found this helpful.,2.0,20 December 2018
11,Baki, Carzy addictive,"Love everything about this anima it's so addictive and worth watching just an old school fighting series,",25 out of 47 found this helpful.,10.0,4 January 2019
12,Baki, Baki noo this ain't Baki,"Not to many words for this series ,I rather have the old Baki ,this Baki they talk nonsense and fight is even word naaa,",5 out of 7 found this helpful.,4.0,9 November 2019
13,Baki, Fabulous amazing anime with so much power,Just continue and never stop I love watching these series and was waiting for it from long time,13 out of 25 found this helpful.,10.0,9 February 2019
14,Baki, enjoyable,"A intriguing and violent series, what I expected it to be ,co pared to deep complex storylines, it compares a fun fighting experience, like bloodsport.",15 out of 30 found this helpful.,10.0,29 December 2018
15,Baki, Somebody die already,Ridiculous fights. The guy dies and then he comes back to life and then he dies again then he comes back to life. Whole episodes are like that. This might be okay if you're 12,5 out of 8 found this helpful.,1.0,17 May 2020
16,Baki, Baki,The coolest show based on karate. I totally recommend this Exclusive Netflix anime.,32 out of 79 found this helpful.,10.0,18 December 2018
17,Baki," S3 is wonderfull, great animation and fights.","Definitly recommended, thrilling fights with mix of different martial arts makes it a compelling story for the viewer, especially those who enjoy epic fight scenes.",7 out of 13 found this helpful.,10.0,6 June 2020
18,Baki, Not worth the time,"Bad, sad, fast food anime. No original story. Animation and fight scenes are just bad, very lazy and cheap.",16 out of 37 found this helpful.,2.0,24 December 2018
19,Baki, Throwback to 90s action testosterone fueled anime,"Baki is a show with a simple concept:martial artist vs criminals. And by criminals I mean Human engines of destruction who at mere whims will slaughter dozens of people by any means necessary (guns, dirty fighting, poison, manipulation, etc). The bombastic fights that happen when these two different styles of combat clash is what makes the show, and the story is pretty much build up for these encounters. So if you are looking for deep characterization or explorations of the human condition this show may not be for you.",26 out of 66 found this helpful.,10.0,20 December 2018
20,Baki, This show has made me so pumped,Watching this show has really got me to start working out again.,25 out of 68 found this helpful.,10.0,2 December 2018
21,Baki, Bad,Really Boring. But a little bit nice for free time,4 out of 7 found this helpful.,5.0,20 November 2019
22,Baki," Nonsense and boring, ruined the greatest anime series","No story line, foolish kind of action. It is an 18+ rating anime series but actions are completely worst and full of extra violence. Nonsense techniques, shooting continuously on his cheek and nothing happened, director was confused he wanted to make a super hero mutants anime series, he forgot people love this series because of Martial Arts essence and philosophies, but he completely ruined it the scene of Baki's fitness program 10 chin-ups in micro second.... Really....?
Although it is an anime series but it never ment to be like this (very unrealistic) and many other blunders..
Waste of time, rape of Baki's legacy",4 out of 7 found this helpful.,1.0,28 October 2019
23,Baki, How dies this only have a 6.6 it's amazing and is Gonna get better!,"Jist like Baki the grappler, which was great! This is gunna be better the anima is a step up and the characters are way stronger now. Also Baki is dieing!? The story line is great as well! Just watch it, its NOT a 6.6 its 8.0 at least. Everyone is raving over Kengan which is also awesome but baki is even better.",8 out of 18 found this helpful.,10.0,18 August 2019
24,Baki, What was that !,Whoever wrote this should seriously think about a career change.,10 out of 25 found this helpful.,3.0,2 January 2019
25,Nightflyers," Not as bad as some people make it out to be, but not much better either. Requires you to suspend your disbelief significantly","So the year is 2093 and apparently the Earth is dying and humanity is looking at extinction. We've started setting up colonies on the Moon but it's taking too long. An object of alien origin is then detected outside the Solar System and a colony ship departs to meet the aliens with the hopes of saving humanity.<br/><br/>So far so good. It is implied multiple times how important this is and how high the stakes are. But for some reason it seems like the crew of the ship has been randomly picked from some angry mob on the street. They are trapped in a tube floating through space where the only thing standing between them and a cold death is some few inches of steel. But instead of thinking things through and acting accordingly, they start throwing fits and going on witch hunts. Their behavior is entirely unprofessional and just doesn't make sense in the context of things.<br/><br/>Some backstory would have been nice as well. I get that they want to slowly reveal information about the characters in the process. However, the action starts immediately and without knowing anything about anyone, you don't really care what happens to them at all. World-building is non-existent.<br/><br/>I have quite a lot of gripes, like the psychic kid being a jerk to everyone because ""society is bad to me"", or the inconsistent gravity on the ship, which relates to the lack of any world-building, but I'll try to put these behind me for now.<br/><br/>As I said, it's not all bad. The visuals are good, the ship looks cool, and the story does hold an air of mystery and seems interesting enough. There are some redeeming qualities. But it requires you to overlook the flaws of the how and I can see how some people may find this hard to do. It's understandable.<br/><br/>One has to wonder though if SyFy canceled the absolutely stellar ""The Expanse"" in favor of this show. Perhaps they wanted a piece of the George R. R. Martin cake and axed their most successful series in a long time. If that's the case, then I'll tell them it was not worth it. At all.",349 out of 414 found this helpful.,6.0,6 December 2018
26,Nightflyers," In space, no one can hear you be an idiot","Chock full of dumb characters making dumb decisions, NIGHTFLYERS aims to go where no one has gone before...in making us want to pull our hair out.<br/><br/>The mission: an intrepid group of explorers has set out from Europa to rendezvous with an alien craft in space. You'd think a mission of this importance would require a crew of top-notch scientists and seasoned spacefarers. Not here. We get a crew of ding-dongs who wouldn't pass a psych eval. Add in a belligerent tool of a telepath whose sole job--wait for it--is to communicate in a friendly manner with the aliens, and you have a recipe for disaster.<br/><br/>Not long after launch, the mission goes sideways with weirdness. The captain knows all along why this is happening. Does he do anything about it? Say anything? Perform any corrective action? Nope. He pretends like he's ignorant instead of heading back to port because reasons. Oh, and the series opens with a murdery death scene far into the story that wipes out any worry for the characters shown because we know how they end up. Yay.",420 out of 543 found this helpful.,3.0,7 December 2018
27,Nightflyers, IQ Must Have Dropped By 2093,"I'll start off by saying the show has a cool concept and despite its glaring flaws it is entertaining. It's weird, suspenseful and the visual effects are really good. If you like sci-fi and horror give it a shot. But I have to rant about some seriously deep flaws about what happens in the show. Flaws that make you want to bang your head against a wall because things that happen in the show would NEVER happen if this mission actually took place in reality. Let me set the scene. The mission is for the crew of the Nightflyer to make first contact with an alien race in hopes they can share technology that could save a dying earth (because what would a futuristic sci-fi show be without the setting of humans destroying the earth...). My point is this is obviously the most important moment in human history if successful. So what do they do? First of all, they bring a homicidal telepath on the ship. What could go wrong there? There is no ground control because who needs that on such an important mission. The ship nearly crashes the moment they try to leave earth due to a malfunction but instead of postponing to see what went wrong while still in reach of earths full technical resources they just ignore it and blast away anyway. I mean why fix the flat tire in the driveway when you can fix it on the highway... which brings me to my next point, maintenance on the ship is horrible! There is literally leaking flammable liquid pouring out all over the place and no one seems to give a flip. In fact it's so ordinary they just stand in it, go about their business and never give it a second thought. That's like having the makers of the Yugo build the space shuttle. Makes total sense to me. The showers on board are actually giant tubes that's completely immerse the person in water while the person in it breaths through a mask. Did I mention Hudini built the showers? That's right, there is no emergency release mechanism because who needs that if something goes wrong. Then there's the crew. Apparently not one of them trained for the mission. In fact I bet all they had to do to join this mission was have a pulse and put the round peg through the round hole. Congrats! You get to go on the most important space endeavor in human history. The sharpest of rusty dull knives in the box. You're telling me these people are earths finest? The elite of the elite out of what I'm sure is 15 billion people by that point? Come on. Oh then the telepath escapes but none of the 10,000 cameras on the ship can find him or sees who let him out. The captain of the ship never leaves his private room by the way. Literally no one on board has ever seen him in person. Standard operating procedure and no cause for concern there. Here's the best part, this is just the episode 1 recap.
So if you're a technical sci-fi viewer that likes a bit of truth and realism in shows then you are going to hate Nightflyers. But if you have the ability to set that aside and just know that really stupid decisions will be made and that most things will not make sense when compared to realistic sci-fi shows then you might enjoy the show and find it entertaining.",162 out of 207 found this helpful.,5.0,15 December 2018
28,Nightflyers, All over the place,"The show starts okay and the general themes are interesting, but as it goes on it gets worse and worse. The crew makes no sense at all. People don't communicate with each other or act logically and of course everything goes wrong because of it.
Later there is a lot of filler. Lots of logical inconsistencies where the show breaks rules it had established before. Sometimes characters tell others what happened wrong. This just seems like scenes were filmed out of order and messed up in editing or something.
The way computers work of course makes no sense either, but I guess this is a minor gripe at this point.<br/><br/>So why still 6 stars? Because I think for all its flaws it was still extremely watchable. If only to get the solutions to the mysteries. I do not regret watching it, though I will not watch it ever again or a season 2 of it.",77 out of 97 found this helpful.,6.0,19 December 2018
29,Nightflyers, Glad I didn't listen to these reviews,"You ever come across a show you're really enjoying, come onto IMDb to look up the cast and find it has a 6/10 average with a ton of 1/10, 4/10, etc reviews? That's what happened with Nightflyers. This show has a great mix of suspense, horror, mystery, and science fiction. The sound design is absolutely wonderful (I'd recommend watching with headphones for something different), and the performances are engaging and on point. I'm not exactly sure what most people were expecting (George R. R. Martin's Game of Thrones in space or Asimov/Asher level hard sci-fi?), but this is a damned decent show. Perfect? Far from it. But it's an odd, multilayered and entertaining sci-fi show - far from deserving of these silly, pretentious 4/10 reviews.",226 out of 303 found this helpful.,8.0,10 February 2019
30,Nightflyers, It's not what you expect from it.,"The costumes are nice, actors are ok, but it seems like the plot doesn't really go anywhere big. People talk here and there, creepy stuff happens with sudden loud sounds, nothing gets explained well or at all so you have to believe in their reality no questions asked. I know it's fiction and all but a very unrealistic one so it's very hard to believe. I'm sure Martin's book must be good, but this show isn't.",147 out of 201 found this helpful.,4.0,13 December 2018
31,Nightflyers, It's disappointing,"Unfortunately it's a cool looking visual bad storytelling. there is no science involved and all the characters are too dumb and religiously emotional which can't be scientists in a million years.
Imagine they going to space mission but all of them are too selfish to give away their stupid past and move forward. who on a right mind will send these messy depressed people to space ?
It's all garbage excuses in each episode to move the story somehow but it doesn't working and it's very silly. There is no information or back story about the characters nor the Volcrons whom it should be all about.
I gave it a 5 only because of the heavy production, CGI and cinematography. The plot and storyline is nothing but trash.",121 out of 174 found this helpful.,4.0,12 December 2018
32,Nightflyers," Event Horizon meets Prometheus, but not in a good way","It's difficult to understand how a show as exceptional as The Expanse can be cancelled and replaced with dumbed-down schlock such as this. From the start we're already against Humanity not only because we see the outcome but the writers went out of their way to clarify why Humanity does not deserve to survive. On top of that, they have clearly graduated from the School of Having Characters Act Stupidly to Create Conflict.
Also, I'm all for stories taking their time, but when you're already doing so over an entire season I see no point in having scenes drag on with long stretches of nothing, particularly when those scenes have little to do with the plot.",132 out of 192 found this helpful.,4.0,8 December 2018
33,Nightflyers," Was a ""7"" after episode 1, a ""zero"" after watching the series.","Everyone's either selfishly motivated or incompetent.<br/><br/>*No* likeable characters!
*Terrible* c-list actors, directors, and script adaptation writers.<br/><br/>Mixed up plots, and irrational behavior.<br/><br/>Encountering an alien life form, and everyone, from the ship's Captain to crew, go for long personal walks, literally gone from their posts and no one questions them.<br/><br/>A bad guy badly wounded crawling towards his victim, and instead of the victim finishing him off with the electric saw in her hand or just walking away, she kills herself lol!<br/><br/>Not answered in the finale, but I hope the alien digests everyone as food. Unfortunately, this idiot crew is going to give it bad farts.",201 out of 300 found this helpful.,,15 December 2018
34,Nightflyers, Stupidity driven plot,"Most of the characters do stupid things to drive the plot along. Similar to Prometheus or the other recent Alien movies, a crew that should never be allowed out without adult supervision!",42 out of 58 found this helpful.,5.0,18 February 2019
35,Nightflyers," So, SyFy removes The Expanse, but, brings this?!?!","Can't imagine that this is the work of the Great George R. R. Martin.
But, this is one of his very initial works, so can't blame him either.
As far as the TV show is concerned:
So far, not impressed by the first couple of episodes.
Editing is a mess. Lacks coherence.
Story is kinda too chewed up for todays day and age.
In 1980s, it may be a novelty, but, not anymore.
Don't want to give anything away but, this just seems like a bad mixture of many space movies that we have already seen.
Being a Battlestar, SG, Expanse and GoT fan, I can't rate anything but 2 stars.",224 out of 346 found this helpful.,2.0,2 December 2018
36,Nightflyers, Confusing mess,"I was really looking forward to this and am glad SyFy is making original science fiction, but sadly they have lost sight of what GOOD SciFi is. The Expanse is an example of excellent SciFi and Nightflyers is not.<br/><br/>I'm so completely disappointed in this series, it is a mess on every level. The plot is incomprehensible and they don't bother with building any backstory. By the end of the 1st episode lots of crazy things and action is occurring. But no groundwork was laid so I dont know or care about any of the characters. So nothing happening really matters, mostly I'm just confused and bored.<br/><br/>A cool space ship on a huge practical set is nice, but doesn't make up for bad writing and science. Speaking of the ship, what is up with it's gravity? Some scenes make it clear they have artificial gravity, but then why the big spinny sections? Why are some areas curved at the floor and others would logically seem at right angles curved at the walls.<br/><br/>I vaguely remember the 1980s Nightflyers movie. It was a so-so low budget B movie. Yet I remember it being more fun to watch than this new show. What a waste.",201 out of 311 found this helpful.,2.0,2 December 2018
37,Nightflyers," Viewed in the full season context, it's actually pretty cool . . .","I don't particularly like horror films, and so, watching episode by episode was frustrating to get through, even as the whole premise and the acting and the sences were well done. But the last episode finally broke away from that and delved into a lot of complex and fascinating and awe inspiring events that I wish could have been much more prevalent in the whole season. That final episode really made it for the series.<br/><br/>Good sci fi has depth to it, not just running from one crazy murderous scene to another, and although a lot of the relationships and exploration of the characters was done well, they were all just rushing from bloody scene to bloody scene, and we are stuck with a really likeable character choosing to slice open her own neck over our heads for the whole season.<br/><br/>BUT, ultimately, if a second season could build off of the nice complexity of the final episode, okay. Except, it seems like a done deal that no one is going to invest in another season when the reviews are as bad as they are. Too bad - excellent characters, premise, acting and visuals were wasted by rushing around with Amityville Horror for some reason -- it wasn't necessary and probably tanked what could have been an excellent series.",82 out of 121 found this helpful.,8.0,28 December 2018
38,Nightflyers, Getting worse and worse,"I really wanted to like this show. It started not bad, but with each week it is getting worse. It simply became boring, messy, not clear what is going on there, and don't let me start on logic, science or whatever scyfy is there. No tension, no action, nothing. I hope it will improve somehow but it is just getting worse...",89 out of 133 found this helpful.,4.0,10 December 2018
39,Nightflyers, Find out for yourself.,"Think Solaris meets Event Horizon meets The Shining. I don't understand the critical hate for this show. I love it. To be sure, it's a thinking person's SciFi show. You can't tune out, you'll miss important nuances, and you aren't spoon fed. Even better. I always thought SciFi should be a thinking person's genre. Light Sabre fights are cool and all, but long, drawn out philosophical discussions with friends they do no make.
Best of all, there is a very groovy 80's SciFi feel (owing to the source novella) but with all the modern day trappings I love.",129 out of 199 found this helpful.,8.0,7 December 2018
40,Nightflyers, Only worth watching to see how bad it can get.,"This show is really only worth watching if you see it for the sake of how silly it gets, best worst part, is how fast rowan turns crazy, and how everyone seems to just not care he killed several people, also it ends with basicly no ending.",76 out of 115 found this helpful.,3.0,14 December 2018
41,Nightflyers, Way to replace the Expanse with garbage,"My all time favourite sci-fi show is The Expanse, I was really disappointed when the axed it and when a channel needs ""air time for a new show"" they always launch some mediocre or even substandard show desperately trying to enforce variety but if something works it doesn't need fixing. I was really glad when Amazon picked it up but I thought I'll give this Nightflyers a whirl, at least for 30 minutes, when I couldn't look at the terrible characters anymore, looking at that telepath guy being a jerk for no reason and acting ridiculos.
The whole setting is uninteresting, editing is bad, had to fastforward a few seconds here and there so I can hold my attention but after 20 minutes I literally started falling asleep (in the middle of the day) and 10 more minutes I was actually annoyed and had to quit and decided I will never look back at this show. I watched an episode of Mars right after which is a lot more slow paced but still succeded to hold my attention and being far better in every deaprtment. Sometimes a show deserve a second chance to realize that it's actually good but his isn't one of them.",164 out of 263 found this helpful.,2.0,2 December 2018
42,Nightflyers, Sensational scifi,"Like so many others here, I do not understand the low ratings. This show is scifi at its best. It's been written in the 80ies, so probably not appealing enough to the Millennials here. It has everything one wishes for, a mysterious alien entity, a great cast, a voyage in a spaceship, a matrix, VR, horror, suspense, mindcontrol, gore, moments of sadness, moments of fear, a great character building and the longer you watch, the better you understand the interconnected and interwoven storylines. Absolutely fantastic.<br/><br/>I've watched the whole season and hope for a continuation! It is intellectually demanding, but ut is a rare gem on tv. High quality production delivered. Full stop.",83 out of 129 found this helpful.,9.0,10 February 2019
43,Nightflyers, The Anti-Star Trek,"The Anti-Star Trek: instead of a crew of steely, intelligent professionals, Nightflyers brings us a crew of jumpy, dimwitted amateurs. It's clear that this is going to be one of those shows where the characters are their own worst enemies. That's Grade Z slasher film stuff. Aren't these people supposed to be on an important mission? Shouldn't they have selected Neil Armstrong-types instead of an unruly mob? Just a thought.<br/><br/>Also...it's generally not a good idea to seal yourself in a tube of water where the only air supply is a breathing mask. I know people love floating in tubes full of water, but you're really only asking for trouble.",154 out of 259 found this helpful.,2.0,3 December 2018
44,Nightflyers, I really can't believe how bad this is,"Let me start by saying that I absolutely love space and horror movies/series so i just had to check this out!<br/><br/>The series starts of kinda ok but it just went downhill with every episode.<br/><br/>Characters that just ar so unlikeable , weird love interests, their stories are so bad and frankly i just couldn't care less about anyone of them.<br/><br/>Story is also non existent<br/><br/>Honestly , watch Origin instead if this , it also had some retarded characters but is still a better show then this, what a mess.<br/><br/>Cancell it and give me the Expanse any day over this garbage",90 out of 148 found this helpful.,1.0,16 December 2018
45,Nightflyers, Syfy is going out like a dying star...,"The Expanse...! You dumped it for this schlock?
This is drizzle. Bogged down in weird unattractive interpersonal stories and pointless annoying sex scenes which drove my kids away from it. Is this really the story that George R. R. Martin wrote? Nah, I don't think so.<br/><br/>Update: After viewing the entire show including the final episode, I am seriously of the opinion that the show runners, writers, and shot callers of Nightflyers should be exiled to a gulag created from the old Soviet model. There they would spend their remaining days freezing cold and miserable. Lamenting their poor choices and terrible wasting of people's time...",75 out of 124 found this helpful.,1.0,12 December 2018
46,Nightflyers, A bad horror tvshow in space with nothing intersting + full of stupidity,"I ""try"" to watch this tv show and have fun
i saying to myself ""at last something new"" but i need to be honest it's terrible!<br/><br/>i will explain this in detail:<br/><br/>---Worst idea ever:
The only real doctors in this tv-show sucide her self at the start of the first 4 minutes. The start of the tv show show us the end of the show (or not) but almost and we know at this moment it is bad because what the point to watch a tv show when you already know his ending at the first 4 minutes.<br/><br/>---The super space ship last hope of human race
---The best and unique hope of the earth is a very big space ship. then:
<ul><li>Why this space ship do not work proprely ?</li><li>Why the rockets crash and 1 second later work like a charm ?</li><li>Why activating the manual control fix the damm engines ? (thx jesus ?)</li><li>Why they do not have a technican who work in a middle of the deck and manage to activate the MANUAL CONTROL ?</li><li>Did you even imagine a space deck where the captain can't even control manualy his own ship and ask someone to start the manual control FAR FAR away of his own post ?</li><li>Why this brand new ship looks like a wretch ?</li><li>Why it have so many malfunctions everywhere. It never -ever- pass any launch test of the 2018 Nasa and we are in 2093 !!!!!!</li><li>Why 80% of the rooms have almost no lights THIS IS NOT A GHOST HOUSE it is a brand new space ship!!!</li><li>Why HAL 9000 is incarnate into this ship with his big red light</li></ul>WHY MISTER ANDERSON WHYYYYYY!<br/><br/>---The crew:
To save the earth we send in space:<br/><br/><ul><li>A psychopath who want to see all the people die and burn and who have pschotic breaktrough with mental ability and can input image in your mind and read it. This man is the best hope to communicate with aliens we are going to reach. Sorry but WtF ????</li></ul>you are asking a serial killer everybody hates to save the human race ?
Are you sure ?<br/><br/><ul><li>A woman who have cybenetic inplants and can communicate with the ship</li></ul>BUT she is depressed, lost, weak and need medical assistance IMMEDIATLY! and by the way she is an addict of connecting herself with the main computer and can have nightmares when connected who can generate horrible things.
That is the most stupid thing i have ever seen in any space tv show in my life and i have seen a lot. You do not put in charge of the main computer a psycho who need medical drugs and who is an addict.<br/><br/>--The military:
do not respect the orders. do not care about the scientifics and hurt them if they are in the way. want to kill the young ""only hope for humanity"" psychic and hunt him.<br/><br/>--The main character:
seen his daughter everywhere, have VR addiction, and is so predictable and honestly ultra boring you can simply erase him of the timeline and no one will even miss him. this one do not do anything useful at all in this tv show<br/><br/>--To be simple
what the hell o_0 in this ship everyone will be
1) in hospital on medcare
2) fired
3) working in fast food industries
WORST CREW EVER!<br/><br/>--Story:
big lines: psychos go to space to save earth into a weird spaceship with mental mutant everybody want to see dead.
it's a mess a big big mess<br/><br/>For example
A spider robot with a big lazer eye start to kill peoples.
Some time later it continue to kill other crew members.
20 minute later, the captain go to a walk, cross the spider, and deactivate it with a voice order. end of story!
why ? do not care
who is dead ? do not care
what happen to the spider after that ? do not care
why do we have spider robots with lazer eye ???<br/><br/>on this example we have the perfect match of this entire tv show the producer do not care of anything. YOU DO NOT KILL a member of a space ship and just pass the scene and don't care EVERYBODY in this spaceship have a purpose it is a spaceship who is going to save the earth but we do not care. Let the spider on his back in a middle of nowhere, not important anybody can pass there and take it we do not care. why this spider start to kill we do not care. AND BY THE GREY SKULL why do we use spider in 2093 when in 2018 we have flying drones!!<br/><br/>Everything looks like this
then you do not care of this tv show and any of the people inside you simply can't care because there is no back story no ideas, nothing. It's just talk and non sens. At episode 3 we get a lot of gore and stuff like that, then the lights are darker and darker and i think the producer forget it's a spaceship and try to save his own show goint on the horror side nut it do not work at all.<br/><br/>One of a big problem of this tv show.
no one do something usefull, they can be all erased of the timeline.
producer miss the point of the travel and give us almost nothing interesting to follow. My advice look this one when you play a game, or when you read a book in the same time or forget this one. It is not good scifi at all. It's good looking but it is so boring and weak.
at best it's a bad horror tvshow in space with nothing intersting.",116 out of 198 found this helpful.,1.0,7 December 2018
47,Nightflyers, Event Horizon in TV format,I have just watched the first episode of this new series and I am intrigued by it. It reminds me very much of Event Horizon with the haunted house aspect and the images that are planted in people's minds. Since it is only 10 episodes long I am happy to keep watching.,123 out of 212 found this helpful.,8.0,3 December 2018
