0.5,adaptable
0.8,adaptive
-1,addict
-0.5,addicted
-0.8,addicting
-1,addiction
-1,addicts
0.25,additional
-0.6,addled
-0.25,addresses
1,adept
0.8,adequacy
0.5,adequate
0.6,adhered
0.4,adjudicate
-0.25,adjunct
0.4,adjustable
0.4,adjustments
0.5,admirable
1,admirably
0.75,admiration
1,admire
0.5,admired
0.5,admirer
1,admires
0.75,admiring
1,admiringly
0.6,admissible
0.6,admit
0.6,admits
0.6,admitted
-0.5,admonish
-0.6,admonished
-0.6,admonishingly
-0.6,admonishment
-0.5,admonition
0.25,adolescent
0.5,adopt
0.4,adopts
0.75,adorable
1,adorably
1,adoration
0.75,adore
0.5,adored
1,adorer
0.5,adores
1,adoring
1,adoringly
0.4,adorn
0.4,adorned
-0.25,adrenaline
-0.8,adrift
0.6,adroit
0.6,adroitly
0.25,adulate
0.25,adulation
0.25,adulatory
-1,adulterate
-0.5,adulterated
-1,adulteration
-1,adultery
0.8,advance
0.75,advanced
1,advancement
0.8,advances
0.75,advantage
0.5,advantageous
1,advantageously
0.75,advantages
0.8,advent
0.5,adventure
0.25,adventures
1,adventuresome
0.75,adventurous
-0.6,adversarial
-0.6,adversaries
-0.75,adversary
-0.5,adverse
-0.5,adversity
1,advisable
0.8,advise
0.6,adviser
0.6,advocacy
0.6,advocate
0.6,advocated
0.6,advocates
0.25,aesthetic
0.25,aesthetics
0.8,affability
0.5,affable
0.8,affably
-0.4,affectation
-0.4,affectations
1,affection
0.5,affectionate
0.25,affiliated
0.8,affinity
0.5,affirm
0.5,affirmation
0.5,affirmative
0.8,affirmatively
-0.5,afflict
-0.5,afflicted
-0.75,affliction
-1,afflictive
0.5,affluence
0.5,affluent
0.5,afford
0.8,affordable
0.8,affordably
-0.75,affront
-1,affronted
0.8,aficionado
-0.75,afraid
-0.5,aftermath
-0.4,aftertaste
0.6,ageless
-0.5,aggravate
-0.75,aggravated
-1,aggravates
-0.75,aggravating
-0.5,aggravation
-0.75,aggression
-1,aggressions
-1,aggressive
-1,aggressively
-1,aggressiveness
-0.5,aggressor
-0.5,aggrieved
-1,aghast
0.75,agile
0.8,agilely
0.75,agility
-0.5,agitated
-1,agitation
0.8,aglow
-0.25,agog
-1,agonies
-1,agonise
-1,agonises
-0.5,agonize
-1,agonized
-1,agonizes
-1,agonizing
-1,agonizingly
-0.5,agony
0.5,agree
0.75,agreeable
1,agreeableness
1,agreeably
0.5,agreed
1,agreeing
0.5,agreement
0.5,agrees
-0.5,aground
0.8,ahead
1,aid
0.1,aiding
-0.5,ail
-0.5,ailing
-1,ailment
-0.5,aimless
-0.75,alarm
-0.75,alarmed
-0.75,alarming
-0.6,alarmingly
-0.6,alarmist
-0.6,alarmists
-0.4,alas
-1,alcoholism
-0.25,alert
0.6,alertness
-0.6,alien
-0.5,alienate
-0.75,alienated
-1,alienating
-0.75,alienation
0.6,alimentation
-0.4,alimony
0.5,alive
0.6,allay
-0.5,allegation
-0.8,allegations
-0.5,allege
-0.6,alleges
0.5,allegiance
-0.5,allergic
-0.5,allergies
-1,allergy
1,alleviate
1,alleviation
1,allied
0.25,allies
0.25,allow
0.8,allowable
0.8,allure
0.5,alluring
0.8,alluringly
0.8,ally
1,almighty
0.4,aloha
-0.6,alone
-0.5,aloof
-0.25,alter
-0.75,altercation
1,altruistic
1,altruistically
0.5,amaze
0.5,amazed
0.8,amazement
0.5,amazes
0.5,amazing
0.5,amazingly
-0.5,ambiguous
0.6,ambition
-0.25,ambitions
0.5,ambitious
0.8,ambitiously
-0.25,ambivalence
-0.5,ambivalent
0.4,ambrosia
-0.5,ambush
0.5,ameliorate
0.6,amen
0.5,amenable
0.8,amend
0.8,amends
0.25,amenity
1,amiability
0.5,amiable
0.8,amiably
1,amicability
0.5,amicable
1,amicably
-1,amiss
-0.4,amity
-0.6,amnesia
1,amnesty
0.8,amour
-0.4,amphetamines
1,ample
1,amply
-1,amputate
-1,amputated
0.75,amuse
0.5,amused
0.5,amusement
0.25,amusements
0.5,amusing
0.8,amusingly
-0.6,anal
0.25,analyst
0.25,analyze
0.25,analyzing
-0.8,anaphylactic
-0.5,anarchism
-0.5,anarchist
-0.8,anarchistic
-0.5,anarchy
-1,anathema
0.25,ancestor
0.25,ancestors
0.25,ancient
0.4,anecdotes
-1,anemic
0.5,angel
0.75,angelic
-0.75,anger
-1,angers
-0.25,angina
0.25,angling
-0.5,angrily
-1,angriness
-0.75,angry
-1,angst
-1,anguish
-1,anguished
-0.8,animalistic
0.4,animated
0.25,animation
0.4,animations
-0.75,animosity
-0.4,animus
-0.5,annihilate
-1,annihilated
-0.5,annihilation
-0.75,annoy
-1,annoyance
-1,annoyances
-0.5,annoyed
-0.75,annoying
-1,annoyingly
-0.5,annoys
-0.25,annul
-0.25,annulment
0.6,anointed
-0.25,anomalous
-0.5,anomaly
-0.25,anonymity
-0.5,antagonism
-0.75,antagonist
-0.75,antagonistic
-0.5,antagonize
-0.4,antediluvian
0.4,anthems
0.4,antibiotics
-1,antichrist
-0.25,anticipating
0.25,anticipation
0.8,antidote
-0.5,antipathy
-0.5,antiquated
0.25,antique
0.4,antiseptic
-1,antisocial
-0.6,antithesis
-0.4,antithetical
-0.8,antsy
-1,anxieties
-1,anxiety
-0.75,anxious
-1,anxiously
-1,anxiousness
-0.75,apathetic
-0.6,apathetically
-1,apathy
-0.8,apeshit
0.8,aplomb
-1,apocalypse
-0.5,apocalyptic
0.6,apologetic
-0.4,apologist
-0.4,apologists
0.8,apologize
0.8,apologized
0.8,apologizes
0.8,apologizing
0.6,apology
0.8,apotheosis
-1,appall
-0.5,appalled
-0.75,appalling
-1,appallingly
0.6,appeal
0.5,appealing
0.25,appearing
0.6,appease
0.6,appeased
0.6,appeases
0.6,appeasing
0.5,applaud
0.8,applauded
0.8,applauding
0.5,applauds
0.5,applause
0.25,appraisal
0.8,appreciable
0.5,appreciate
0.75,appreciated
0.75,appreciates
0.8,appreciating
0.75,appreciation
1,appreciative
1,appreciatively
-0.8,apprehends
-0.75,apprehension
-1,apprehensions
-0.75,apprehensive
-1,apprehensively
0.6,approbation
1,appropriate
-0.4,appropriation
1,approval
0.5,approve
1,approved
1,approves
1,approving
0.6,apropos
0.5,apt
0.4,aptitude
-0.5,arbitrary
0.6,arcade
-0.4,arcane
-0.5,archaic
0.25,archival
0.75,ardent
0.4,ardently
0.75,ardor
-0.5,arduous
-1,arduously
-0.4,arguably
-0.5,argue
-0.8,argument
-0.5,argumentative
-0.25,arid
-0.25,aristocratic
0.8,arouse
0.8,aroused
-0.6,arraignment
-0.8,arrears
-0.5,arrest
-0.5,arrested
-0.6,arresting
-0.6,arrestingly
-0.6,arrests
-0.5,arrogance
-0.75,arrogant
-0.8,arrogantly
-1,arsenic
-1,arson
0.6,art
0.5,articulate
0.25,articulation
-0.6,artillery
0.6,artisan
0.6,artisans
0.6,artist
0.6,artistic
0.6,artwork
0.1,ascendancy
0.5,ascension
0.8,ascent
-0.4,ash
-1,ashamed
-0.4,ashes
-0.5,asinine
-0.6,aspersions
-1,asphyxiated
0.5,aspiration
0.8,aspirations
0.5,aspire
1,aspiring
-0.5,ass
-0.5,assail
-1,assailant
-0.5,assassin
-0.5,assassinate
-0.5,assassination
-1,assassinations
-1,assassins
-0.75,assault
-1,assaulted
0.25,assembled
0.25,assembly
0.4,assent
-0.6,asses
0.5,asset
0.5,assets
-1,assfucking
-0.75,asshole
0.8,assist
0.8,assistance
0.25,assorted
1,assuage
0.5,assurance
0.8,assurances
0.8,assure
0.8,assured
0.8,assuredly
0.8,assures
0.8,assuring
0.25,astonish
0.5,astonished
0.5,astonishing
0.5,astonishingly
0.5,astonishment
0.5,astound
0.5,astounded
0.75,astounding
0.5,astoundingly
-0.5,astray
-0.4,astringent
0.4,astronaut
1,astute
1,astutely
-0.6,asunder
-0.4,asymmetrically
-0.1,atheism
0.6,athlete
0.5,athletic
-0.25,atone
-0.25,atonement
-0.5,atrocious
-0.5,atrocities
-0.5,atrocity
-0.5,atrophy
-0.75,attack
-1,attacked
-0.6,attacker
-0.5,attacking
-0.5,attacks
0.8,attain
0.8,attainable
0.8,attainment
0.4,attendance
0.4,attendant
0.4,attendants
0.25,attention
0.5,attentive
-0.25,attenuated
-0.25,attenuation
-0.25,attorney
0.8,attract
0.8,attracted
0.8,attracting
1,attraction
0.8,attractions
0.5,attractive
1,attractively
1,attractiveness
0.8,attracts
0.4,attune
-0.25,audacious
-0.25,audaciously
-0.25,audaciousness
-0.5,audacity
0.1,audible
0.4,audibly
0.4,augment
0.25,aunt
0.5,auspicious
-0.5,austere
-0.6,austerity
0.5,authentic
0.1,authenticity
-0.8,authoritarian
0.25,authoritative
0.5,authority
0.4,authorization
0.6,authorized
-0.5,autocratic
0.6,autonomous
-0.6,autopsy
0.8,available
-0.5,avalanche
-0.5,avarice
0.25,avenge
0.25,avenger
0.25,avenging
-0.5,averse
-0.5,aversion
-0.25,avert
-0.5,averted
-0.6,averts
0.75,avid
0.8,avidly
-0.5,avoid
-0.8,avoidance
-0.5,avoided
-0.8,avoids
-0.5,await
-0.25,awaited
-0.25,awaits
0.8,awaken
-0.25,awakened
0.75,award
0.5,awarded
0.5,awards
0.4,awed
0.6,awesome
1,awesomely
1,awesomeness
0.6,awestruck
-0.75,awful
-1,awfully
-1,awfulness
-0.5,awkward
-0.75,awkwardness
-0.8,awol
-1,awry
-0.4,axe
-0.6,axed
-0.25,axes
-0.5,babble
-0.5,babbling
0.6,baby
0.6,bachelor
-1,backache
0.25,backed
-0.8,backpedaled
-0.4,backsides
-0.5,backward
-0.8,backwardness
-0.4,backwards
-0.4,backwater
-0.6,bacteria
-0.6,bacterium
-0.75,bad
0.4,badass
-0.5,badger
-0.75,badly
-1,badness
-0.6,baffle
-0.6,baffled
-0.6,bafflement
-0.6,baffling
-0.4,bailiff
-0.4,bailing
-0.25,bailout
0.6,balance
0.5,balanced
-0.5,balk
0.6,ballet
-0.25,ballooned
0.25,ballot
-0.25,bamboozle
-0.25,bamboozled
-0.25,bamboozles
-0.5,ban
-1,banal
-0.25,bandage
-0.8,bandit
-0.5,bane
-0.75,banish
-1,banished
-0.5,banishment
-0.75,bankrupt
-1,bankruptcy
-1,bankrupted
-1,banned
0.6,banquet
-0.25,banshee
-0.25,barb
-0.5,barbarian
-0.5,barbaric
-1,barbarically
-1,barbarism
-1,barbarity
-1,barbarous
-1,barbarously
0.75,bargain
-0.5,barred
-0.5,barren
-0.6,barricade
-0.5,barrier
-0.5,baseless
-0.6,bash
-0.5,bashed
-0.25,bashful
-0.5,bashing
0.8,basking
-1,bastard
-0.75,bastards
-0.25,bastion
0.4,bath
-0.5,battered
-0.4,battering
-0.5,battle
-0.6,battled
-0.6,battlefield
-0.6,battles
-0.6,battling
-0.25,bawdy
-0.8,bawl
-0.6,bayonet
-0.25,bazaar
0.25,beachfront
-0.25,beaded
0.8,beamed
0.5,beaming
-0.5,beast
-0.5,beastly
-1,beaten
-0.5,beating
0.8,beauteous
0.25,beauties
0.8,beautification
0.75,beautiful
1,beautifully
0.75,beautify
0.5,beauty
0.6,beckon
0.5,beckoned
0.6,beckoning
0.6,beckons
-0.8,bedlam
0.25,bedrooms
0.25,beekeeper
0.4,befitting
1,befriend
-0.6,befuddled
-0.75,beg
-0.5,beggar
-0.5,begging
-1,begrudgingly
-0.6,behemoth
-0.4,beholden
-0.8,belabor
-0.5,belated
-0.6,beleaguer
-0.6,belie
0.8,believable
0.6,believer
0.8,believers
0.8,believing
-0.75,belittle
-0.5,belittled
-1,belittling
-0.8,bellicose
-1,belligerence
-0.5,belligerent
-1,belligerently
0.5,beloved
-1,bemoan
-1,bemoaning
-0.25,bemused
0.75,benefactor
0.5,beneficent
0.5,beneficial
1,beneficially
0.6,beneficiary
0.75,benefit
1,benefits
1,benefitted
1,benefitting
0.5,benevolence
0.5,benevolent
1,benevolently
0.25,benign
-0.4,bent
-0.6,berate
-0.5,bereave
-0.5,bereaved
-0.5,bereavement
-1,bereaves
-1,bereaving
-0.5,bereft
-0.5,berserk
-0.6,beset
-0.8,besiege
-0.8,besmirch
0.5,best
-0.5,bestial
0.6,bestknown
0.8,bestowed
0.8,bestseller
0.8,bestsellers
0.8,bestselling
-0.75,betray
-0.75,betrayal
-1,betrayals
-1,betrayed
-1,betrayer
-0.5,betraying
-0.5,betrays
0.25,betrothed
0.8,better
1,bettered
0.6,betterknown
1,betterment
-1,bewail
-0.5,beware
-0.6,bewilder
-0.5,bewildered
-0.6,bewildering
-0.6,bewilderingly
-0.5,bewilderment
-0.75,bias
-1,biased
-0.8,bicker
-0.5,bickering
-0.25,biding
0.25,big
-1,bigot
-1,bigoted
-1,bigotry
-0.5,bile
0.4,bilingual
-0.6,biopsy
0.6,birth
0.8,birthday
0.6,birthed
-1,bitch
-0.5,bitches
-0.5,bitchy
-0.6,bite
-0.5,bitter
-1,bitterly
-0.75,bitterness
-0.75,bizarre
-0.8,blab
-0.8,blabber
-0.25,black
-0.6,blackened
-0.5,blackmail
-0.25,blackness
-0.25,blackout
-0.5,blah
-0.75,blame
-0.5,blamed
-1,blameful
0.5,blameless
-1,blames
-1,blameworthy
-1,blaming
-0.25,blanch
-0.5,bland
-0.4,blankly
-0.6,blare
-0.5,blaspheme
-1,blasphemer
-0.5,blasphemous
-0.5,blasphemy
-0.4,blast
-0.4,blasted
-0.4,blasts
-0.5,blatant
-0.25,blatantly
-0.5,blather
-0.25,blaze
-0.25,blazing
-0.5,bleak
-1,bleakly
-1,bleakness
-1,bled
-0.5,bleed
-0.5,bleeding
-0.5,bleeds
-0.5,blemish
1,bless
1,blessed
0.8,blesses
0.75,blessing
0.5,blessings
-1,blight
-1,blighted
-0.75,blind
-1,blinded
-0.6,blindfolded
-0.8,blinding
-0.8,blindingly
-1,blindly
-0.8,blindness
-0.6,blindside
0.75,bliss
0.75,blissful
1,blissfully
-0.5,blister
-0.5,blistering
0.5,blithe
-0.6,bloat
-0.75,bloated
-0.25,blob
-0.4,block
-0.6,blockade
-0.6,blockage
0.5,blockbuster
-0.4,blocked
-0.8,blockhead
-0.5,blocking
-0.6,blocks
-0.4,bloodless
-0.75,bloodshed
-0.8,bloodshot
-0.5,bloodthirsty
-0.75,bloody
0.8,bloomed
0.5,blossom
0.8,blossoming
-0.25,blot
-0.4,blow
-0.8,blowhards
-0.6,blowout
-0.6,blubbery
-0.4,bluff
-0.5,blunder
-1,blundering
-1,blunders
-0.5,blunt
-0.5,blur
-0.5,blurred
-0.4,blurring
-0.5,blurry
-0.5,blurs
-0.4,blurt
-0.4,blurting
0.6,blush
-0.5,boastful
-0.25,bodyguard
-0.5,bog
-0.75,bogus
0.6,bohemian
-0.25,boilerplate
0.25,bold
0.25,boldly
0.6,boldness
0.25,bolster
-0.75,bomb
-0.5,bombard
-0.4,bombardiers
-0.5,bombardment
-0.6,bombastic
-1,bombed
-0.6,bombers
-1,bombing
0.8,bonanza
-0.5,bondage
-0.4,bonkers
0.5,bonus
0.8,bonuses
-0.25,boob
-0.5,booby
0.6,bookish
-0.4,boom
-0.25,booming
0.6,boon
0.5,boost
0.25,boosted
0.25,boosting
0.25,boosts
-0.25,booze
-0.75,bore
-0.5,bored
-0.5,boredom
-1,boring
-0.25,borrower
-0.6,bossed
-1,bossy
-1,botch
-1,botched
-1,botching
-0.75,bother
-0.5,bothered
-0.75,bothering
-0.5,bothers
-0.5,bothersome
-0.4,botox
-0.25,bottomless
-0.25,bound
0.4,boundless
0.5,bountiful
0.5,bounty
0.8,bouquet
-0.6,bout
-0.6,bouts
-0.25,bowed
-0.4,bowels
0.25,boy
-0.75,boycott
-0.8,boycotted
-0.8,boycotting
-0.8,boycotts
0.6,boyish
-0.25,bracing
-0.25,brackish
-0.25,brag
-0.8,braggart
-0.8,bragger
0.6,brainiest
-0.5,brainless
0.6,brains
0.6,brainstorms
-1,brainwash
-1,brainwashing
0.4,brainy
-0.6,brandishing
-0.5,brash
-1,brashly
-1,brashness
-1,brat
-1,bratty
-0.5,bravado
0.5,brave
1,bravely
0.5,bravery
1,bravo
-0.5,brawl
-0.5,brazen
-0.25,brazenly
-0.25,brazenness
-0.75,breach
-0.25,break
-0.75,breakdown
0.6,breakfast
-0.6,breaking
-0.25,breakneck
-0.4,breaks
0.5,breakthrough
0.8,breakthroughs
-0.75,breakup
-0.5,breakups
0.5,breathtaking
1,breathtakingly
0.1,breeze
-0.75,bribe
-0.5,bribery
0.6,bridal
0.6,bride
0.6,bridegroom
0.6,bridesmaid
-0.25,brigade
0.5,bright
0.5,brighten
1,brightened
1,brightens
0.6,brighter
0.75,brightest
0.6,brightly
0.5,brightness
0.5,brilliance
0.8,brilliances
1,brilliant
1,brilliantly
-0.5,brimstone
0.5,brisk
-0.5,bristle
-0.6,bristled
-0.6,brittle
0.4,broader
0.4,broadly
-0.75,broke
-0.75,broken
-0.6,brokenhearted
-0.25,brokering
-0.6,brood
-0.8,brooding
-0.8,brothel
0.4,brother
1,brotherhood
0.1,brotherhoods
0.75,brotherly
-1,browbeat
0.4,browse
-0.5,bruise
-0.5,bruised
-0.5,bruises
-1,bruising
-0.6,brunt
-0.8,brusque
-0.5,brutal
-1,brutalising
-1,brutalities
-0.75,brutality
-1,brutalize
-1,brutalizing
-1,brutally
-0.5,brute
-1,brutish
-0.25,buckled
1,buddy
-0.4,budge
-0.5,bug
-0.5,bugging
0.1,build
0.1,building
-0.25,bulged
-0.4,bulging
0.5,bulletproof
-0.5,bullied
-1,bullies
-0.8,bullish
-0.5,bullshit
-0.75,bully
-0.75,bullying
-0.5,bum
-0.5,bummer
-0.5,bumpy
-0.8,bungle
-0.8,bungler
-0.8,bungling
-0.25,bunk
0.5,buoyant
-0.75,burden
-1,burdened
-1,burdening
-0.5,burdens
-0.5,burdensome
0.4,burgeoned
-1,burglar
-1,burglary
-0.5,burial
-0.6,buried
-0.4,burn
-0.6,burned
-0.4,burning
-0.4,burns
-0.5,burnt
-0.25,burrowing
-0.25,burying
-0.25,bust
-0.8,busted
-0.25,busts
-0.5,butcher
-0.8,butchery
0.4,butler
-0.25,butt
0.6,buttery
-0.6,butting
0.25,buxom
0.25,buzz
-0.25,cacophony
-0.4,cad
-0.6,cadaver
-0.6,cage
-0.8,caged
-0.6,cagey
-0.25,caked
-1,calamities
-1,calamitous
-1,calamitously
-1,calamity
-0.25,calculating
0.25,calculation
0.25,calibrated
-0.5,callous
-0.8,calloused
0.75,calm
1,calmed
0.5,calming
1,calmness
1,calms
0.4,cameos
-0.25,campaigning
0.1,camping
0.25,campus
-0.75,cancel
-0.8,cancelled
-0.8,cancelling
-0.8,cancels
-0.75,cancer
-1,cancerous
0.6,candid
0.25,candidate
0.6,candied
0.6,candlelit
-1,canker
-0.5,cannibal
-1,cannibalism
-1,cannibalistically
-1,cannibalize
-0.4,cannon
-0.25,canon
0.25,capabilities
0.6,capability
0.5,capable
1,capably
-0.6,capitulate
-0.4,capricious
-0.4,capriciously
-0.4,capriciousness
0.5,captivate
0.4,captivated
0.5,captivating
-0.5,captive
-0.6,captives
-0.6,captivity
-0.5,captor
-0.6,captors
-0.6,capture
-1,carcass
1,care
0.25,careers
0.5,carefree
0.25,careful
0.25,carefully
-0.5,careless
-0.5,carelessness
1,cares
0.8,caress
0.8,caressing
0.1,caretaker
-0.75,caricature
-0.75,carnage
-0.4,carnal
0.1,carousing
-0.25,cartel
-0.25,cartridge
0.4,cash
0.8,cashback
-0.25,casino
-0.25,casket
-0.25,caste
-1,castigate
-0.75,casualty
-1,cataclysm
-1,cataclysmal
-1,cataclysmic
-1,cataclysmically
-0.6,cataract
-0.75,catastrophe
-1,catastrophes
-0.5,catastrophic
-1,catastrophically
0.8,catchy
-0.1,cater
1,cathartic
-0.6,catheter
0.25,catlike
-0.25,caution
-0.4,cautionary
-0.4,caved
-0.25,cavern
-0.4,cavernous
-0.4,cavity
-0.25,cede
0.5,celebrate
1,celebrated
0.8,celebrates
0.75,celebrating
0.75,celebration
0.8,celebratory
0.4,celestial
0.25,cellular
-0.5,cemetery
-0.5,censor
-0.8,censored
-0.8,censors
-0.5,censure
0.25,center
0.1,cerebral
0.6,ceremony
0.8,certain
0.8,certainty
0.6,certificate
-0.4,cessation
-0.5,chaff
-1,chafing
-0.75,chagrin
-1,chagrined
-0.6,chained
0.25,chairman
0.25,chairwoman
-0.25,challenge
1,champ
0.5,champion
0.25,chance
0.25,chances
-0.75,chaos
-0.75,chaotic
-1,chapped
-0.25,charade
-0.25,chargeable
1,charisma
1,charismatic
0.5,charitable
0.8,charity
0.75,charm
1,charming
1,charmingly
-0.6,charmless
1,chaste
-0.4,chasten
-0.5,chastise
-1,chastised
-0.5,chastisement
-1,chastises
-1,chastising
0.25,chastity
-0.25,chatter
-0.25,chattering
-0.25,chatty
0.25,chauffeured
-0.5,cheap
-0.8,cheapen
-0.4,cheaply
-0.75,cheat
-0.5,cheated
-0.75,cheater
-0.5,cheaters
-1,cheating
-0.75,cheats
0.1,checklist
0.75,cheer
0.8,cheered
0.75,cheerful
1,cheerfully
1,cheerfulness
0.5,cheering
-0.5,cheerless
1,cheers
1,cheery
0.25,cheesy
0.75,cherish
0.5,cherished
1,cherishes
1,cherishing
0.6,cherub
0.5,chic
-1,chide
0.25,chieftain
0.6,child
0.6,childhood
-0.75,childish
0.6,childlike
-0.1,chill
-0.4,chilling
-0.5,chilly
-0.8,chintzy
0.8,chivalrous
-0.6,chloroform
0.6,chocolate
0.6,chocolates
0.4,choice
0.4,choir
-0.75,choke
-1,choked
-1,chokes
-0.5,choking
-0.25,cholera
-0.25,cholesterol
-0.25,chop
-0.25,chopped
0.4,choral
-0.5,chore
0.25,chorus
0.6,chosen
-0.5,chronic
0.1,chronicle
0.5,chuckle
0.1,church
-0.25,cigarette
0.1,circus
-0.25,citywide
0.8,civil
0.75,civility
0.6,civilization
0.25,civilize
1,civilized
0.25,clairvoyant
-0.25,clambering
-0.5,clamor
-0.6,clamoring
-0.4,clamped
-0.4,clamping
-0.25,clanks
0.25,clap
0.25,clapped
0.8,clarifies
0.8,clarify
0.5,clarity
-0.75,clash
-0.8,clashes
-1,clashing
-0.25,clasp
0.5,classic
0.6,classical
0.8,classics
0.4,classify
0.75,classy
-1,claustrophobic
-0.6,claw
0.75,clean
0.5,cleaner
0.8,cleanest
0.6,cleaning
0.5,cleanliness
0.5,cleanly
0.6,cleans
0.8,cleanse
0.5,cleansing
0.5,clear
0.4,clearance
0.8,clearcut
0.5,cleared
0.8,clearer
0.5,clearly
0.8,clearness
0.5,clears
-0.25,clerical
0.75,clever
0.8,cleverest
0.8,cleverly
0.8,cleverness
-0.5,cliche
-0.5,cliched
0.8,climax
-0.4,cling
-1,clingy
-0.5,clique
-0.4,clods
-0.6,clog
-0.5,clogged
-0.6,clogging
-0.6,clomped
0.25,closeness
-0.4,clot
0.6,clothe
-0.4,clotting
-0.25,cloud
-0.5,clouded
-0.25,cloudiness
-0.25,clouding
-0.25,cloudy
0.1,clown
-0.25,clubbed
0.6,clubhouse
-0.5,clueless
-0.25,clump
-0.4,clumped
-0.75,clumsy
-0.4,clunky
-0.25,clusters
0.1,coalition
-0.6,coarse
0.6,coast
-0.25,cocaine
-0.25,cock
-1,cocksucker
-1,cocksuckers
-0.75,cocky
-0.25,coddled
0.25,codebreaker
-0.5,coerce
-1,coerced
-0.5,coercion
-1,coercive
0.8,coexist
-0.6,coffin
0.4,cogent
0.4,cognitive
0.25,cognoscenti
0.4,cohere
0.5,coherence
0.75,coherent
0.5,cohesive
-0.5,cold
-0.75,coldly
-0.5,coldness
-0.25,colic
-0.75,collapse
-0.8,collapsed
-0.8,collapses
-0.5,collapsing
-0.25,collective
0.1,collectively
-0.5,collide
-0.25,collides
-0.25,colliding
-0.5,collision
-0.25,collisions
-0.6,collude
-0.6,colluded
-0.6,colluding
-0.5,collusion
0.6,colorful
-0.25,colorless
-1,coma
-1,comatose
-0.5,combat
-0.6,combatant
-0.5,combative
-0.6,combats
-0.6,combust
0.5,comedy
0.6,comely
0.75,comfort
0.5,comfortable
1,comfortably
0.5,comforting
1,comforts
1,comfy
0.5,comical
0.8,commemorate
0.8,commemoration
0.8,commemorative
0.6,commencement
0.75,commend
0.5,commendable
1,commendably
1,commended
0.25,commentator
-0.25,commiserate
-0.25,commit
0.5,commitment
-0.25,commits
-0.25,committal
0.5,committed
0.1,committing
1,commodious
0.4,commonplace
-0.5,commotion
-0.6,commotions
-0.25,communal
0.6,communicate
0.6,communicative
0.6,communion
-0.25,communism
-0.5,communist
0.6,community
-0.25,commute
0.4,compact
0.4,compactly
0.5,companion
1,companionship
-0.25,compartmentalize
0.75,compassion
0.75,compassionate
0.6,compatibility
0.5,compatible
0.25,compelled
0.6,compelling
0.6,compensate
0.4,compensatory
0.4,compete
0.8,competence
0.8,competency
0.5,competent
-0.25,competition
0.5,competitive
-0.5,complacent
-0.75,complain
-0.75,complained
-1,complaining
-0.5,complains
-0.75,complaint
-1,complaints
0.5,complement
0.5,complementary
1,complemented
1,complements
0.4,completely
1,completeness
0.8,completing
0.8,completion
0.25,complex
0.25,complexity
0.1,compliance
0.5,compliant
-0.4,complicate
-0.5,complicated
-0.5,complication
